OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800465,Sample-Routine,Water,Surface Water,2008-08-05,11:42:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0180,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.28,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-08-18,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800465,Sample-Routine,Water,Surface Water,2008-08-05,11:42:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0180,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,10.4,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800465,Sample-Routine,Water,Surface Water,2008-08-05,11:42:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0180,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Nitrogen,Suspended,0.742,mg/l,,Accepted,,Actual,,,,,,,49570,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,"USGS-National Water Quality Lab, Denver, CO",2008-08-22,,Laboratory Reporting Level,0.04,mg/l,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800466,Sample-Routine,Water,Surface Water,2008-08-12,09:31:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0189,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.31,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-08-22,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800466,Sample-Routine,Water,Surface Water,2008-08-12,09:31:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0189,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,11.4,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800466,Sample-Routine,Water,Surface Water,2008-08-12,09:31:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0189,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Nitrogen,Suspended,1.04,mg/l,,Accepted,,Actual,,,,,,,49570,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,"USGS-National Water Quality Lab, Denver, CO",2008-08-28,,Laboratory Reporting Level,0.04,mg/l,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800481,Sample-Routine,Water,Surface Water,2008-08-19,10:31:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0197,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.27,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-08-28,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800481,Sample-Routine,Water,Surface Water,2008-08-19,10:31:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0197,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,11.8,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800481,Sample-Routine,Water,Surface Water,2008-08-19,10:31:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0197,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Nitrogen,Suspended,0.935,mg/l,,Accepted,,Actual,,,,,,,49570,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,"USGS-National Water Quality Lab, Denver, CO",2008-09-11,,Laboratory Reporting Level,0.04,mg/l,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800482,Sample-Routine,Water,Surface Water,2008-08-19,10:32:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0198,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.29,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-08-28,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800482,Sample-Routine,Water,Surface Water,2008-08-19,10:32:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0198,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,11.7,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800482,Sample-Routine,Water,Surface Water,2008-08-19,10:32:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0198,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Nitrogen,Suspended,0.976,mg/l,,Accepted,,Actual,,,,,,,49570,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,"USGS-National Water Quality Lab, Denver, CO",2008-09-11,,Laboratory Reporting Level,0.04,mg/l,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800495,Sample-Routine,Water,Surface Water,2008-08-21,12:10:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0207,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.33,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800495,Sample-Routine,Water,Surface Water,2008-08-21,12:10:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0207,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,11.0,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800496,Sample-Routine,Water,Surface Water,2008-08-21,13:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.31,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800497,Sample-Routine,Water,Surface Water,2008-08-21,14:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0208,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.32,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800497,Sample-Routine,Water,Surface Water,2008-08-21,14:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0208,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,12.0,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800498,Sample-Routine,Water,Surface Water,2008-08-21,15:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0209,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.32,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800498,Sample-Routine,Water,Surface Water,2008-08-21,15:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0209,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,11.7,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800499,Sample-Routine,Water,Surface Water,2008-08-21,16:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0210,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.30,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800499,Sample-Routine,Water,Surface Water,2008-08-21,16:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0210,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,11.9,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800500,Sample-Routine,Water,Surface Water,2008-08-21,17:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0211,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.31,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800500,Sample-Routine,Water,Surface Water,2008-08-21,17:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0211,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,12.3,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800501,Sample-Routine,Water,Surface Water,2008-08-21,18:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0212,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.34,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800501,Sample-Routine,Water,Surface Water,2008-08-21,18:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0212,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,12.4,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800502,Sample-Routine,Water,Surface Water,2008-08-21,19:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0213,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.31,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800502,Sample-Routine,Water,Surface Water,2008-08-21,19:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0213,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,11.9,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800503,Sample-Routine,Water,Surface Water,2008-08-21,20:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.31,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800504,Sample-Routine,Water,Surface Water,2008-08-21,21:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0214,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.32,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800504,Sample-Routine,Water,Surface Water,2008-08-21,21:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0214,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,11.7,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800505,Sample-Routine,Water,Surface Water,2008-08-21,22:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0215,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.31,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800505,Sample-Routine,Water,Surface Water,2008-08-21,22:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0215,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,11.7,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800506,Sample-Routine,Water,Surface Water,2008-08-21,23:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0216,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.32,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800506,Sample-Routine,Water,Surface Water,2008-08-21,23:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0216,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,12.2,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800507,Sample-Routine,Water,Surface Water,2008-08-22,00:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0217,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.33,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800507,Sample-Routine,Water,Surface Water,2008-08-22,00:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0217,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,11.9,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800508,Sample-Routine,Water,Surface Water,2008-08-22,01:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.32,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800509,Sample-Routine,Water,Surface Water,2008-08-22,02:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0218,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.32,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800509,Sample-Routine,Water,Surface Water,2008-08-22,02:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0218,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,12.5,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800510,Sample-Routine,Water,Surface Water,2008-08-22,03:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0219,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.33,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800510,Sample-Routine,Water,Surface Water,2008-08-22,03:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0219,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,12.4,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800511,Sample-Routine,Water,Surface Water,2008-08-22,04:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.33,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800512,Sample-Routine,Water,Surface Water,2008-08-22,05:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0220,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.33,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800512,Sample-Routine,Water,Surface Water,2008-08-22,05:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0220,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,12.4,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800513,Sample-Routine,Water,Surface Water,2008-08-22,06:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0221,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.32,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800513,Sample-Routine,Water,Surface Water,2008-08-22,06:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0221,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Organic carbon,Dissolved,12.7,mg/l,,Accepted,,Actual,,,,,,,00681,,,,,,OX002,USGS,"DOC, persulfate oxidation & IR",Standard Methods,"USGS Carbon Research Lab, Boulder, CO",,,,,,,NWIS
USGS-OR,USGS Oregon Water Science Center,nwisor.01.00800514,Sample-Routine,Water,Surface Water,2008-08-22,07:00:00,PDT,,,,,,,,,,,,U.S. Bureau of Reclamation,USGS-420853121505500,KL08-0222,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphorus,Total,0.31,mg/l as P,,Accepted,,Actual,,,,,,,00665,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2008-09-03,,Laboratory Reporting Level,0.02,mg/l as P,,NWIS
